Week,Line,Location,Incident,Min Delay,Min Gap,Vehicle,has_delay,Year,Month,Day_of_Month,Hour,Minute,Bound_B,Bound_E,Bound_N,Bound_S,Bound_W
13,0.1554805763268283,0.0101028324012267,11,43,53,4463,1,2024,3,27,19,28,0,0,0,0,1
38,0.1554805763268283,0.00117265,4,52,20,4427,1,2024,9,22,16,29,0,0,0,1,0
1,0.2039029728250957,9.020386072523904e-05,8,20,28,7107,1,2024,1,4,12,37,0,0,0,0,1
8,0.035290899,0.000360815,3,29,39,4587,1,2024,2,22,15,40,0,0,1,0,0
34,0.1266642349078971,0.004780805,2,30,40,0,1,2024,8,23,18,9,0,0,0,0,0
2,0.1266642349078971,0.000270612,5,44,54,4482,1,2024,1,9,12,1,0,0,0,0,0
7,0.1554805763268283,0.004780805,2,438,458,4605,1,2024,2,17,9,0,0,1,0,0,0
30,0.1266642349078971,0.0205664802453545,1,83,93,4480,1,2024,7,24,8,54,0,0,0,0,1
12,0.00665694,0.009832221,8,20,40,4464,1,2024,3,22,15,47,0,0,0,0,0
1,0.002644538,0.005412232,2,78,93,8116,1,2024,1,1,4,27,0,1,0,0,0
9,0.1040488783512675,9.020386072523904e-05,0,17,32,4564,1,2024,2,26,3,57,0,0,0,0,1
7,0.1554805763268283,9.020386072523904e-05,1,26,31,8775,1,2024,2,16,17,57,0,0,1,0,0
30,0.064380813,0.001623669,3,34,44,4528,1,2024,7,24,16,49,0,1,0,0,0
7,0.1266642349078971,0.002255097,8,59,69,4502,1,2024,2,15,15,23,0,0,1,0,0
1,0.1266642349078971,0.001713873,2,18,28,4419,1,2024,1,1,21,14,0,0,0,0,1
39,0.1040488783512675,0.00117265,4,67,77,4551,1,2024,9,28,22,53,0,1,0,0,0
32,0.064380813,9.020386072523904e-05,5,29,39,4487,1,2024,8,7,11,3,0,1,0,0,0
35,0.1266642349078971,0.004780805,8,22,32,4577,1,2024,8,28,7,50,0,0,0,0,1
13,0.1118913,0.003698358,2,29,39,4566,1,2024,3,25,12,27,0,0,0,1,0
19,0.1040488783512675,0.000451019,8,30,60,4516,1,2024,5,12,3,54,0,0,0,1,0
37,0.064380813,0.007577124,3,30,60,4503,1,2024,9,15,3,41,0,0,0,0,1
37,0.1554805763268283,0.0205664802453545,4,48,58,4560,1,2024,9,14,9,5,0,1,0,0,0
2,0.2039029728250957,0.001894281,2,132,142,4561,1,2024,1,10,5,5,0,0,0,0,1
12,0.1554805763268283,9.020386072523904e-05,3,50,60,4546,1,2024,3,18,13,6,0,0,0,0,0
2,0.080977567,0.008659571,3,18,23,8714,1,2024,1,11,9,23,0,0,0,0,0
18,0.1266642349078971,0.000721631,3,20,30,4420,1,2024,5,1,22,51,0,0,0,0,1
14,0.1040488783512675,0.00396897,2,103,113,4586,1,2024,4,7,5,5,0,1,0,0,0
2,0.031825643,0.006224066,8,21,31,4566,1,2024,1,10,17,43,0,1,0,0,0
11,0.1554805763268283,0.000180408,5,46,56,4411,1,2024,3,13,20,18,0,0,0,1,0
23,0.1266642349078971,0.001082446,2,180,190,0,1,2024,6,9,8,55,0,0,0,0,0
27,0.1554805763268283,0.000541223,2,25,35,4507,1,2024,7,7,1,51,0,0,0,0,1
21,0.1040488783512675,0.000902039,1,46,56,4556,1,2024,5,24,21,30,0,1,0,0,0
